Name,Arabic Name,Variant,Content
Awan,أوان,N/A,"Awan is an Arabic name for boys that means “moment”, “time”. It is derived from the A-Y-N Quranic root."
Awani,عَوَانِي,N/A,"Awani is an Arabic name for boys that means “helper”, “supporter”. It is an indirect Quranic name derived from the AIN-W-N (“help”, “support”) root."
Awayed,عَوَايد,N/A,"Awayed is an Arabic name for boys that means “habit”, something accustomed to. It also means “customary”, “tradition”."
Awd,عَوْد,N/A,"Awd is an Arabic name for boys that means “to return”, “to go back somewhere”."
Awhad,أَوْحَد,N/A,"Awhad is an Arabic name for boys that means “unique”, “peerless”. It is derived from the W-H6-D Quranic root."
Awlan,أَوْلَان,N/A,"Awlan is an Arabic name for boys that means “one who returns often”, “one who fixes and reforms things”."
Awmar,عَوْمَر,N/A,"Awmar is an Arabic name for boys that means “long-lived”, one who has a long life."
Awmari,عَوْمَرِيّ,N/A,"Awmari is an Arabic name for boys that means “long-lived”, one who has a long life."
Awn,عَوْن,N/A,"Awn is an indirect Quranic name for boys that means “to help”, “to aid”. It also means “helper”, “friend”."
Awni,عَوْنِيّ,N/A,"Awni is an Arabic name for boys that means “helper”, “supporter”."
Awrad,أَوْرَد,N/A,"Awrad is an Arabic name for boys that means “rose-colored”, “rosy”, meaning one who has healthy and youthful looking skin."
Awsat,أَوْسَط,N/A,"Awsat is a direct Quranic name for boys that means “middle one”, “most moderate”. “medium”. Awsat is used twice in the Quran."
Awwab,أَوَّاب,N/A,"Awwab is a direct Quranic name for boys that means “one who always repents”, “one who always returns back to Allah”. The word Awwab is used five times in the Quran, three of which describe the prophets Dawood (David), Sulaiman (Solomon) and Ayyub (Job)."
Awwad,عَوّاد,N/A,"Awwad is an Arabic name for boys that means “kind”, “dutiful”, “compassionate”. It is derived from the AIN-W-D root which is used in many places in the Quran."
Awwadi,عَوَّادي,N/A,"Awwadi is an Arabic name for boys that means “dutiful”, “compassionate”."
Awwal,أَوَّل,N/A,"Awwal is a direct Quranic name for boys that means “first”, “first one”."
Awwaz,عَوّاض,N/A,"Awwaz is an Arabic name for boys that means “giver of replacement”, someone who gives something to someone as replacement for something the person has lost."
Ayad,أيادٍ,N/A,"Ayad, is an indirect Quranic name. Pronounced as (U)ltimate + (YA)r(D), it is the plural of Ayd (hands, power, blessings), which itself is the plural of Yad (hand, blessing). It means a person’s power and ability to do things, and also the good things and blessings that one has gained due to their own work. Ayad is not directly mentioned in the Quran but it is derived from the Y-D-Y root which is used in the Quran, such as in"
Aydin,أيدٍ,N/A,"Aydin is a Quranic name for boys that means hands, power, strength. It is directly mentioned in Quran 51:47 and 7:195:"
Ayed,عَايِد، عَائِد,N/A,"Ayed is an indirect Quranic name for boys that means “returner”, “visitor of the sick”. It is derived from the AIN-W-D (“to return”, “to bring back”) root which is used in many places in the Quran."
Ayiq,عَايِق,N/A,Ayiq is an Arabic name for boys that refers to flowering plant known as “larkspur” in English.
Ayish,عَايِش,N/A,"Ayish is an Arabic name for boys that means “alive”, “living-well”."
Ayman,أيمن,N/A,"Ayman is a Quranic name for boys that’s directly mentioned in the Quran. Ayman means “blessed” and “good fortune”, and literally means “on the right side”. In Arabic (and Islamic) culture the right side is associated with strength, blessings and good luck."
Aynan,عَيْنَان,N/A,"Aynan is an Arabic name for boys and girls that means “two springs”, “two fountains”. The word Aynan is used twice in the Quran in Surat ar-Rahman, in verses 55:50 and 55:66, when describing springs found in Paradise."
Aysar,أَيْسَر,N/A,"Arabic for “easier”, “better off”, “living better”. It is the male version of the girl name Yusra."
Ayyad,أيّاد,N/A,"Ayyad is an indirect Quranic name for boys that means “able strengthener”, a person who is powerful and adds strength to others. It is derived from the Y-D-Y root which is mentioned in many places in the Quran, such as 38:17:"
Ayyash,عَيَّاش,N/A,"Ayyash is an Arabic name for boys that means “one who has a good life”, “one who lives well”."
Ayyashi,عَيَّاشِي,N/A,Ayyashi is an Arabic name for boys that means “one who lives well’.
Ayyub,أَيُّوْب,N/A,"Ayyub is a direct Quranic name for boys that means “to return to God”, “to repent”. It is the name of one of the prophets mentioned in the Quran, whose name is mentioned four times. Ayyub is known as Job in the Bible. Ayyub is also the name of a number of the sahabah (companions of the Prophet, peace and blessings of Allah upon him), such as Ayyub bin Abi Tamimah and Ayyub bin Bashir al-Ansari."
Ayyubi,أَيُّوْبِي,N/A,"Ayyubi is an Arabic name for boys that means “one who is like prophet Ayyub” (known as Job to Christians), which means “one who is very patient”, “one who is humble and virtuous”."
Azaan,أَذَان,N/A,"Azaan is a direct Quranic name for boys that means “announcement”, “call to prayer”, it refers to the call to prayer that’s recited five times a day at the mosque to let people know that prayers will be held soon."
Azb,عَذْب,N/A,"Azb is a direct Quranic name for boys that is used to describe water, it means “sweet”, “tasty”, “fresh”."
Azban,عَذْبَان,N/A,"Azban is an Arabic name for boys that means “fresh”, “sweet”, especially water that is refreshing to drink."
Azeeb,عَذِيب,N/A,"Azeeb is an Arabic name for boys that means “fresh”, “sweet”."
Azeem,عَظِيْم,N/A,"Azeem is a direct Quranic name for boys that means “great”, “magnificent”. The word Azeem is used over 100 times in the Quran."
Azfaar,أَظْفَار,N/A,"Azfaar is an indirect Quranic name for boys that means “victories”, “triumphs”, and is also the name of a type of fragrance. It is derived from the DHA-F-R root which is used twice in the Quran."
Azfar,أظفر,N/A,"Azfar is an indirect Quranic name for boys that means “victorious”, “the one who triumphs in battle or overcomes a great hardship”. It is derived from the Dha-F-R (victory, claw) root which is used twice in the Quran."
Azhar,أَزْهَر,N/A,"Azhar is an Arabic name for boys that means “brilliant”, “radiant”, “luminous”."
Azharuddin,N/A,N/A,"Urdu name formed from Arabic Azhar (“most prominent”, “most visible”) and ad-Deen (“the religion”, which refers to Islam). The full meaning is “one who clarifies and explains the religion”, “one who spreads the religion”. This combination has been created by non-Arabs and in Arabic the literal meaning is “the most clear part of the religion”, “the part of the religion that is easiest to see”."
Azil,عَازِل,N/A,"Azil is an indirect Quranic name for boys that means “one who prevents bad things from happening to people”, “protector”, “guardian”. It is derived from the AIN-Z-L (“to separate”, “to insulate”)  root which is used twice in the Quran."
Azim,عَازِم,N/A,"Azim is an Arabic name for boys that means “resolute”, “having firm resolve”, “determined”. It is derived from teh AIN-Z-M Quranic root."
Aziz,عزيز,N/A,"Aziz is a direct Quranic name for boys that means  “noble”, “exalted”, “lofty”, “extraordinary’. Aziz is derived from the AIN-Z-Z root which is used in many places in the Quran."
Azka,أزْكَى,N/A,"Azka is an Arabic name for boys that means “purer”, “better”, “pious”. It is derived from the Quranic Z-K-A root."
Azm,عَزْم,N/A,"Azm is a direct Quranic name for boys that means “determination”, “resolve”, “aim”. The word Azm is mentioned about 9 times in the Quran."
Azmat,عَظْمَتْ,N/A,"Azmat is an indirect Quranic name for boys that means “greatness”, “might”, “importance”. It is derived from the AIN-DHA-M root which is used in many places in the Quran."
Azmi,عزمي,N/A,"Azmi is an indirect Quranic name for boys that means “determined”, “purposeful”, “resolute”, “strong”. It is derived from the Ain-Z-M root which is used in many places in the Quran."
Azoom,عَزُوم,N/A,"Azoom is an Arabic name for boys that means “determined”, “firm of will”."
Azzam,عَزَّام,N/A,Azzam is an Arabic name for boys that means “lion”. It is derived from the AIN-Z-M Quranic root.
Azzan,عزّان,N/A,"Azzan is an indirect Quranic name for boys that means “noble”, “excellent”, “lofty”, “cherished”, “extraordinary’. Azzan is derived from the AIN-Z-Z root which is used in many places in the Quran."
Baadi,بَادِي,N/A,Baadi is an Arabic name for boys that means “one who lives a Bedouin life”.
Baariz,بارز,N/A,"Bariz means “visible”, “prominent”, “manifest”, “opposite of hidden”."
Baashir,بَاشِر,N/A,"Baashir is an Arabic name for boys that means “bringer of good news”, “bringer of good tidings”."
Bab,باب,N/A,"Bab means door, gate entrance, topic, category. It is the name of a Sahabi (companion of the Prophet, may the peace and blessings of God be upon him), Bab bin Umair."
Badawi,بَدَوِيّ,N/A,"Badawi is an Arabic name for boys that has the same meaning as the English word Bedouin, who are an Arab ethnic group known for living the desert in tribes and clans. The Bedouin are known for their bravery and loyalty. Prophet Muhammad, peace and blessings of Allah upon him, spent the first few years of his life with a Bedouin family."
Baddar,بَدَّار,N/A,"Baddar is an Arabic name for boys that means “early and on time”, “speedy”, “vigilant”, “punctual”."
Badeel,بَدِيْل,N/A,"Badeel is an Arabic name for boys that means “replacement”, a person who replaces another person at a job or public office."
Badeen,بادين or بەدین,N/A,"Badeen is a Persian and Kurdish name for boys that means “religious”, “faithful” (one who has religious faith).  It is formed from the Persian/Kurdish word Ba- (“with”, “possessing”) and the Quranic word -deen (“religion”, “religious faith”)."
Badilayn,بَدِيْلَيْن,N/A,"Badilayn is an Arabic name for boys that means “substitutes”, “replacements”, something given to you as replacement for something lost. It is a plural of Badeel."
Badr,بَدْر,N/A,"Badr is a direct Quranic name for boys that means “full moon”. It is also the name of the first major battle in Islamic history, which took place near a well-known well known as Badr, and thus took its name."
Badr al Din,بدر الدين,N/A,"Badr al Din is an Arabic name for boys that means “full moon of the faith”, which means that the person named such is a pious person and a leader who will raise the status of his faith/religion."
Badrawi,بَدْرَاوي,N/A,"Badrawi is an Arabic name for boys that means “one who is like the full moon”, “radiant”, “mature”."
Baha al Din,بَهاء الدين,N/A,"Baha al Din is an Arabic name for boys that means “beauty of the faith”, “brilliance of the faith”, which means “one who supports and beautifies Islam and Muslims”."
Bahat,بَحّات,N/A,"Bahat is an Arabic name for boys that means “pure”, “spotless”, “flawless”."
Baheej,بهيج,N/A,"Baheej means beautiful, convivial. When used in description of plants it means those with a beauty and richness of color. Verse 50:7 is the second of two mentions."
Bahhas,بحّاث,N/A,"Bahhas is an Arabic name for boys that means “scholar”, “researcher”."
Bahirun,باهِرون,N/A,"Bahirun is an Arabic name for boys that is the plural of Bahir, which means “brilliant”, “lucid”, “renowned”."
Bahis,بَاحِث,N/A,"Bahis is an indirect Quranic name for boys that means “researcher”, “explorer”, “learner”, “seeker”. It is derived from the B-H6-TH (“to dig”) root which is used in the Quran in verse 5:31."
Bahjat,بهجة,N/A,Bahjat means beautiful. When used in description of plants it means those with a beauty and richness of color.
Bahlul,بهلول,N/A,"Bahlul is an indirect Quranic name for boys that means “one who smiles often”, “one who does a lot of good deeds”. Bahlul is derived from the B-H26-L Quranic root."
Bahoos,بَاحُوث,N/A,"Bahoos is an Arabic name for boys that means “researcher”, “searcher”, “seeker”."
Bahradin,بَحْرَ الدِّيْن,N/A,"Bahradin is an Arabic name for boys that means “ocean of the faith”, which means “one who has great knowledge of the religion”, “scholar”."
Bahri,بَحْرِي,N/A,"Bahri is an indirect Quranic name for boys that means “vast like the ocean”. It is derived from the B-H6-R (“sea”, “ocean”) root which is used in many places in the Quran."
Bahuj,بَهُوْج,N/A,"Bahuj is an Arabic name name for boys that means “handsome”, “happy and lively”."
Bajes,بَاجِس,N/A,"Bajes is an indirect Quranic name for boys that means “powerful warrior”. It is derived from the B-J-S (“to crack”, “to gush forth”) root which is used in verse 7:160 of the Quran."
Bakkar,بَكَّار,N/A,"Bakkar is an Arabic name for boys that means “one who leaves early in the morning”, such as a person who leaves home early for work."
Bakkur,بَكُّور,N/A,"Bakkur is an Arabic name for boys that means “early”, “on time”. It can also mean “new”."
Bakr,بكر,N/A,"Bakr is an Arabic name for boys that means “new”, “innovative”, “untouched”. It is derived from the B-K-R Quranic root."
Bakrun,بَكْرون,N/A,"Bakrun is an Arabic name for boys that means “new”, “fresh”, “untouched”. It is the plural of Bakr."
Balagh,بَلاغ,N/A,Balagh is a direct Quranic name for boys that means “to deliver a message”. It can also mean “to reach maturity”.
Baleegh,بليغ,N/A,"Baleegh is a direct Quranic name for boys that means “eloquent”, “complete”, “far-reaching’, “penetrating”, “one who speaks wise and sensible words”. Baleegh is used in verse 4:63 of the Quran:"
Bani,بَانِي,N/A,"Bani is an indirect Quranic name for boys that means “builder”, “founder”, “creator”."
Banna,بنّاء,N/A,"Banna is an Arabic name for boys that means “builder”, “founder”."
Baqee,بَاقي,N/A,"Baqee is a direct Quranic name for boys that means “everlasting”, “enduring”. It is mentioned in verse 16:96 of the Quran:"
Baqian,بَقْيَان,N/A,"Baqian is an Arabic name for boys that means “perpetual”, “everlasting”, “firm and stable”."
Baqir,بَاقِر,N/A,"Baqir is an Arabic name for boys that means “one who has great knowledge”, “one who has knowledge about many things”, “polymath”, “discoverer”. It is also a word for “lion” in Arabic."
Baraj,بَرَج,N/A,"Baraj is an Arabic name for boys that means “handsome”, “good-looking”."
Barakat,بركت,N/A,"Barakat is a Persian and Urdu name for boys that means “blessings”, “abundance”. The origin of this name is the Arabic name Baraka."
Bareek,بَرِيك,N/A,Bareek is an Arabic name for boys that means “blessed”.
Bareeq,بَرِيْق,N/A,"Bareeq is an Arabic name for boys that means “glow”, “sheen”. It is an indirect Quranic name."
Bariq,بَارِق,N/A,"Bariq is an indirect Quranic name for boys that means “brilliant”, “glittering”. It is derived from the B-R-Q root which is used in a number of places in the Quran."
Barizi,بَارِزي,N/A,"Barizi is an Arabic name for boys that means “prominent”, “visible”."
Barraq,بَرَّاق,N/A,"Barraq is an Arabic name for boys that means “brilliant”, “radiant”, “dazzling”."
Barraz,بَرّاز,N/A,"Barraz is an Arabic name for boys that means “prominent”, “clear”."
Barzan,بَرْزَان,N/A,"Barzan is an Arabic name for boys that means “prominent”, “visible”, figuratively meaning “able”, “powerful”, “famous”."
Basam,بسام,N/A,Basam is an Arabic name for boys that means “one who smiles often”. It is an indirect Quranic name derived from the B-S-M root.
Basar,بَصَر,N/A,"Basar is an Arabic name that means “eyesight”, “vision”, a person’s ability to see. It can also figuratively mean wisdom and insight. Basar is a direct Quranic name. Muslims can use this name since it has a good meaning. Basar is pronounced [(BU)t] + [(SU)m + p(R)ay]."
Baseel,بَاسِيل,N/A,"Baseel is an Arabic name for boys that means “brave”, “courageous”. It also means “lion”. It is a non-standard variant of Basel."
Baseer,بَصِيْر,N/A,"Baseer is a direct Quranic name for boys that means “insightful”, “perceptive”, “discerning”."
Baseerat,بصيرت,N/A,"Baseerat is a Persian and Urdu name for boys and girls that means “insight”, “perception”, “wisdom”. It is derived from the B-SAAD-R Quranic root and is a variant of the Arabic word Baseera."
Basel,بَاسِل,N/A,"Basel is an indirect Quranic name for boys that means “courageous”, “lion”. It is derived from the B-S-L root which is used in many places in the Quran."
Basem,بَاسِم,N/A,"Basem is an indirect Quranic name for boys that means “one who smiles”, “cheerful”, “good-humored”. It is derived from the B-S-M root which is used in the Quran in Surat an-Naml."
Bashar,بشار,N/A,Bashar is an indirect Quranic name for boys that means “bringer of good news”. It is derived from the B-SH-R Quranic root.
Basheer,بَشِيْر,N/A,"Basheer is a direct Quranic name for boys that means “bringer of good news”, “bringer of glad tidings”, and it is one of the words that the Quran uses to describe Prophet Muhammad ﷺ. Basheer is used nine times in the Quran."
Bashiri,بَشِيرِيّ,N/A,"Bashiri is an Arabic name for boys that means “bringer of good news”, “bringer of good tidings”."
Bashirun,بَشيرُون,N/A,"Bashirun is an Arabic name for boys that means “bringers of good news”, “bringers of good tidings”. It is the plural of Basheer."
Bashu,باشّو,N/A,"Bashu is an Arabic name for boys that means “optimistic”, “joyful”, “cheerful”. It is a Maghribi (Moroccan) derivation from the B-Sh-Sh root."
Bashur,بَشُّوْر,N/A,"Bashur is an Arabic name for boys that means “bringer of good news”. It is used as the diminutive form if Bishr, Basheer and other names from the same root (B-SH-R). Other spellings of this name are Bashoor and Bashshur."
Basili,باسِليّ,N/A,"Basili is an Arabic for boys that means “courageous”, “brave”."
Basimi,بَاسِمي,N/A,"Basimi is an Arabic name for boys that means “joyful”, “happy”, “one who smiles often”."
Basiq,باسق,N/A,"Basiq is an Arabic name for boys that means “soaring”, “lofty”, “towering” and is used especially to describe trees."
Basit,بَاسِط,N/A,"Basit is a direct Quranic name for boys that means “kind”, “friendly”, “generous”."
Basoom,بَسُوم,N/A,"Basoom is an Arabic name for boys that means “one who smiles often”, “happy”, “cheerful”."
Bassaar,بصّار,N/A,"Bassaar is an Arabic name for boys that means “perceptive”, “insightful”, literally meaning “one who sees much”."
Batal,بَطَل,N/A,"Batal is an Arabic name for boys that means “hero”, “brave man”."
Batek,بَاتِك,N/A,Batek is an indirect Quranic name for boys that means “sharp sword”. It is derived from the B-T-K (“to cut”) root which is used in verse 4:119 of the Quran.
Batil,بَاتِل,N/A,Batil is an Arabic name for boys that means “one who devoted himself to worshiping God”. Batil is the masculine form of the name Batool.
Battaal,بَتَّال,N/A,"Battaal is an Arabic name for boys that means “ascetic”, “virtuous”."
Bazigh,بازغ,N/A,"Bazigh is an Arabic name for boys that means “shining”, “radiating light”. It is a direct Quranic name used twice in the Quran."
Bikr,بِكر,N/A,Bikr is an Arabic name for boys that means “virgin”.
Bishr,بِشْر,N/A,"Bishr is an Arabic name for boys that means “cheerfulness”, “optimism”, “geniality”."
Budaid,بُدَيْد,N/A,"Budaid is an Arabic name for boys that means “example”, “sample”, “specimen”."
Budaili,بُدَيْلِي,N/A,"Budaili is an Arabic name for boys that means “replacement”, “substitute’, something given to you in place of something you have lost."
Budair,بُدَيْر,N/A,"Budair is an Arabic name for boys that means “little full moon”, it is the diminutive form of Badr (“full moon”)."
Budaiwi,بُدَيْوِي,N/A,Budaiwi is an Arabic name for boys that means “little Bedouin”. It is the diminutive form of Badawi.
Budool,بُدُوْل,N/A,"Budool is an Arabic name for boys that means “respected”, “generous”, “virtuous”, “ascetic”."
Buhair,بُحَيْر,N/A,"Buhair is an Arabic name for boys that means “little ocean”, “little sea”, “lake”. It is the diminutive form of Bahr."
Bukair,بُكَيْر,N/A,"Bukair is an Arabic name for boys that means “new”, “untouched”. It is the diminutive form of Bakr."
Bukran,بُكْران,N/A,"Bukran is an Arabic name for boys that means “early morning”, “dawn”."
Bunyan,بُنْيَان,N/A,"Bunyan is an Arabic name for boys and girls that means “structures”, “buildings”, “foundations”, “institutions”. The word Bunyan is used seven times in the Quran, twice in verse 9:109."
Buraik,بُرَيْك,N/A,Buraik is an Arabic name for boys that means “blessed”.
Burhan,بُرهان,N/A,"Burhan is a direct Quranic name for boys that means evidence, proof, demonstration, especially proof of Allah’s greatness and power, and is one of the names of the Holy Quran (al-Burhan, the Clear Evidence). It is used in the Quran seven times directly, for example:"
Daaem,دَائِم,N/A,"Daaem is an Arabic name for boys that means “perpetual”, “constant”, “continual”."
Dabir,دَابِر,N/A,"Dabir is an Arabic name for boys that means “origins”, “lineal descent”, “ancestry”, “roots”. It is a direct Quranic name mentioned four times in the Quran."
Daeb,دائب,N/A,"Daeb is an Arabic for boys that means “diligent”, “conscientious”."
Dahban,دَهْبَان,N/A,"Dahban is a phonetic variant of Zahban and means “gold-plated”, something that has a layer of gold over it. It is used for boys."
Daleel,دَلِيْل,N/A,"Daleel is an Arabic name for boys that means “guide”, “mentor”. It is a direct Quranic name mentioned in verse 25:45 of the Quran."
Daneer,دَنِير,N/A,"Daneer is an Arabic name for boys that means “radiant”, “full of light”."
Daris,دارس,N/A,"Daris is an Arabic name for boys that means “one who studies”, “one who researches”."
Darkan,دَرْكان,N/A,"Darkan is an Arabic name for boys that measn “perceptive”, “understanding”."
Darrak,دراك,N/A,"Darrak is an Arabic name for boys that means “perceptive”, “intelligent”."
Daruj,دَرُوج,N/A,"Daruj is an Arabic name for boys that means “fast”, “swift”."
Davood,داود,N/A,"Davood is the Persian variant/pronunciation of the Arabic boy name Dawood, which is the name of a prophet mentioned in the Quran (known as David in the Bible) and means “beloved friend”."
Davut,N/A,N/A,"Davut is the Turkish variant of the Arabic boy name Dawood, which is the name of a prophet mentioned in the Quran (known as David in the Bible) and which means “beloved friend”."
Dawood,داود or داوود,N/A,"Dawood is a direct Quranic name for boys. It is the name of a prophet mentioned 16 times in the Quran, known as David in English. Dawood comes from Hebrew origins and means “beloved friend”."
Dawwas,دَوَّاس,N/A,"Dawwas is an Arabic name for boys that means “strong”, “brave”, one who overcomes and is able to throw his enemies into the ground. It also means “one who is skilled in his craft”."
Dayyar,دَيَّار,N/A,"Dayyar is an Arabic name for boys that means “resident”, “inhabitant”."
Dayyin,دَيِّن,N/A,"Dayyin is an Arabic name for boys that means “religious”, “devout”."
Deeb,دِيْب,N/A,Deeb is an Arabic name for boys that means “wolf”. It is a phonetic variant of Zi’b.
Deen,دين,N/A,"Deen is a direct Quranic name for boys that means “religion’, “creed”, “credo”, “way of life”. It is used more than 100 times in the Quran."
Diaudin,ضياء الدين,N/A,"Diaudin (also written as Ziaudin) is an Arabic name for boys that means “brilliance of the faith”, “the faith’s source of light”, meaning that the person named such is a pious person who inspires others."
Diras,دِرَاس,N/A,"Diras is an Arabic name for boys that means “scholar”, “one who studies”, “keen”."
Duhr,ظُهْر,N/A,Duhr is an Arabic name for boys that means “noon”. It is the name of the second prayer of the daily Islamic five prayers.
Eid,عِيْد,N/A,"Eid is an Arabic name for boy that means “festival”, “day of celebration”. It is a direct Quranic name mentioned in verse 5:114 of the Quran:"
Eihab,إيهاب,N/A,"Eihab is an Arabic name for boys that means “to bestow”, “to give freely”, “to endow someone with a gift”."
Eimam,إِيمَام,N/A,"Eimam is an Arabic name for boys that means “leader”, “chief”. It is a variant of the word Imam."
Ejlaal,إِجْلال,N/A,"Ejlaal is an indirect Quranic name for boys that means “to honor”, “to respect”, “to exalt”. It is derived from the J-L-L root which is used in a number of places in the Quran."
Elias,إِلْيَاس,N/A,"Elias is a direct Quranic name for boys that refers to one of the prophets mentioned in the Quran, who is also mentioned in the Bible. In English he is known as Elias and Elijah. The meaning of Elias is “Yahweh (Allah) is my God”. Elias is mentioned in two chapters of the Quran, as follows:"
Etizaaz,اعْتِزَاز,N/A,"Etizaaz is an indirect Quranic name for boys that means “to become glorious”, “to become mighty”, “to become honored”. Etizaaz is derived from the AIN-Z-Z root which is used in many places in the Quran."
Ewazi,عِوَضِيّ,N/A,"Ewazi is an Arabic name for boys that means “substitute”, “replacement”, “something that takes the place of something else”. Generally it is used with the meaning that the child is a reward and consolation for the hardships and sorrows of the parents, replacing their losses."
Eyazi,عِيَاضي,N/A,"Eyazi is an Arabic name for boys that means “replacement”, “something that takes the place of another thing”."
Faahim,فَاهِم,N/A,"Faahim is an Arabic name for boys that means “perceptive”, “intelligent”, “capable of understanding”."
Faaiz,فائز,N/A,"Faaiz is an indirect Quranic name for boys that means “successful one”, “winner”. It is derived from the F-W-Z root which is used in many places in the Quran."
Faalan,فَعْلَان,N/A,"Faalan is an Arabic name for boys that means “productive”, “one who does many works”."
Faariq,فَارِق,N/A,"Faariq is an Arabic name for boys that means “differentiater”, a person who is able to differentiate between matters, especially one who is able to differentiate between good and evil. It also means “judge”, “arbitrator”."
Fadi,فَادِي,N/A,"Fadi is an Arabic name for boys that means “one who sacrifices himself to help others”, “gallant”, “self-sacrificing”, “heroic”."
Faham,فَهّام,N/A,"Faham is an Arabic name for boys that means “astute”, “perceptive”, “discerning”, “sagacious”."
Fahduddin,فَهْد الدين,N/A,"Fahduddin is an Arabic name for boys that means “leopard of the faith”, meaning a brave person who supports the Muslims."
Fahdullah,فَهْد الله,N/A,"Fahdullah is an Arabic name for boys that means “cheetah of God”, meaning a brave person who serves God."
Faheem,فهيم,N/A,"Faheem is an indirect Quranic name for boys that means “perceptive”, “understanding”, “keen”, “intelligent.” It is derived from the F-H26-M root which is used in the Quran in verse 21:79:"
Fahis,فَاحِص,N/A,"Fahis is an Arabic name for boys that means “investigator”, “tester”."
Fahm,فَهْم,N/A,"Fahm is an Arabic name for boys that means “understanding”, “comprehension”."
Fahmawi,فَهْمَاوِي,N/A,"Fahmawi is an Arabic name for boys that means “understanding”, “comprehending”, “intelligent”."
Fahmee,فَهْميّ,N/A,"Fahmee is an Arabic name for boys that means “perceptive”, “intelligent”, “good at understanding things”."
Fahmun,فَهْمُون,N/A,"Fahmun is an Arabic name for boys that means “understanding”, “comprehending”, “intelligent”."
Faihami,فَيْهميّ,N/A,"Faihami is an Arabic name for boys that means “understanding”, “comprehending”, “intelligent”."
Faisal,فَيْصَل,N/A,"Faisal is an indirect Quranic name that means “decisive ruler”, a person who makes the final decision and whose opinion puts an end to all doubt. It also means “sharp sword”."
Faitah,فَيْتَح,N/A,"Faitah is an Arabic name for boys that means “guidance”, “right direction”, “right guidance”."
Faiz,فَيْض,N/A,"Faiz is an Arabic name for boys that means “plenty”, “much good”."
Faizan,فيضان,N/A,"Faizan is an indirect Quranic name for boys that means “great grace”, “great beneficence”, “charity”, “favor”. It is derived fro the F-Y-DHAD- Quranic root (overflow, flood), being an idiom for a person from whom charity and good deeds come in great numbers."
Faizullah,فَيْض الله,N/A,Faizullah is an Arabic name for boys that means “plenty and bounty from God”.
Faizurrahman,فَيْض الرحمن,N/A,Faizurrahman is an Arabic name for boys that means “bounty and plenty from God”.
Fajruddin,فَجْر الدين,N/A,"Fajruddin is an Arabic name for boys that means “dawn of the faith”, a person who brings rescue and success to Islam."
Fajrul Islam,فَجْر الإسلام,N/A,"Fajrul Islam is an Arabic name for boys that means “dawn of Islam”, “beginning of Islam”, it is a phrase used to refer to the early years of Islam in Mecca and Medina. Since dawn is the sign of a coming day, Fajrul Islam can mean “one who will bring success to Islam”."
Fakhir,فَاخِر,N/A,"Fakhir is an Arabic name for boys that means “luxurious”, “high quality”, “so good that it makes you proud”. It is derived from the F-KH-R Quranic root."
Fakhr al Din,فَخْر الدِّيْن,N/A,"Fakhr al Din is an Arabic name for boys that means “pride of the faith”, someone whose virtue and accomplishments make the Muslims proud. It is made up of Fakhr (“pride of”) al Din (“the faith”, meaning “Islam”)."
Fakhruddin,فَخْر الدين,N/A,"Fakhruddin is an Arabic name for boys that means “pride of the faith”, one who makes the Muslims proud with his achievements."
Falah,فَلاَح,N/A,"Falah is an indirect Quranic name for boys that means “success”, “victory”, “prosperity”, “deliverance”, “salvation”. It is derived from the F-L-H6 root which is used in many places in the Quran."
Faleeh,فَليح,N/A,Faleeh is an Arabic name for boys that means “successful”.
Falihi,فَالِحِيّ,N/A,"Falihi is an Arabic name for girls that means “successful”, “winner”."
Fallah,فَلَّاح,N/A,"Fallah is an Arabic name for boys that means “farmer”. This name should not be confused with Falah, which means “success”. The difference is that the emphasis in Fallah is on the first syllable, while the emphasis for Falah is on the last. Additionally, both syllables of Fallah contain a “l” sound, while in Falah only the last syllable does."
Falooh,فَلُوح,N/A,"Falooh is an Arabic name for boys that means “successful”, “winner”."
Fannan,فَنّان,N/A,Fannan is an Arabic name for boys that means “artist”.
Faqeeh,فَقِيْه,N/A,"Faqeeh is an Arabic name for boys that means “knowledgeable”, “expert”, “learned”, “well-educated”."
Farahaat,فَرَحات,N/A,"Farahaat is an indirect Quranic name for boys. It is another version of the name Farhaat, you can see its details here: Farhaat"
Farahan,فَرَحان,N/A,"Farahan is a common variant of the Arabic boy name Farhan, which means “happy”, “joyful”."
Faraj,فَرَج,N/A,"Faraj is an Arabic name for boys that means “comfort”, “ease”, “happy outcome”, “relief”."
Farajuddin,فَرَج الدين,N/A,"Farajuddin is an Arabic name for boys that means “one who causes worry and sadness to be removed from the faith”, a person whose work and achievements bring joy to the Muslims and removes their worries."
Farajullah,فَرَج الله,N/A,"Farajullah is an Arabic name for boys that means “God’s relief”, “God’s rescue”, relief and rescue that comes from God."
Farasat,فراست,N/A,"Farasat is a Persian and Urdu name for boys that means “keenness”, “acumen”, “vision”, “foresight and wisdom in planning”. It is a variant of Ferasat."
Fardain,فَرْدَين,N/A,"Fardain is an Arabic name for boys that means “unique”, “peerless”, being the plural of Fard. It can also be a variant of the Persian boy name Fardeen."
Fardun,فَرْدون,N/A,"Fardun is an Arabic name for boys that means “unique”, “peerless”, “singular”."
Fareed,فَرِيْد,N/A,"Fareed is an indirect Quranic name for boys that means “unique”, “unparalleled”, “peerless”. It is derived from the F-R-D root (“single”, “alone”, opposite of “plural”) which is used in a number of places in the Quran."
