Name,Arabic Name,Variant,Content
Ayyubia,أَيُّوبِيَّة,N/A,Ayyubia is an Arabic name for girls that means “one who is like prophet Ayyub in patience”. It is the feminine attributive form of Ayyub. Ayyubia can also mean “one who belongs to the Ayyubid Dynasty”. The Ayyubids were a Muslim tribe and dynasty lead by Salahaddin al-Ayyubi (Saladin).
Azayiz,عَزَايز,N/A,"Azayiz is an Arabic name for girls that means “mighty”, “powerful”, “respected”."
Azbah,عَذْبة,N/A,"Azbah is an Arabic name for girls that means “fresh”, “sweet”, used especially to describe water that is fresh, cool and sweet (not salty or bitter or warm)."
Azeebah,عَذِيبَة,N/A,"Azeebah is an Arabic name for girls that means “fresh”, “sweet”."
Azeema,عزيمة,N/A,"Azeema is an indirect Quranic name for girls that means determination, resoluteness, firmness of purpose. It is derived from the Ain-Z-M root which is used in many places in the Quran."
Azila,عَازِلَة,N/A,"Azila is an indirect Quranic name for girls that means “one who prevents bad things from happening to people”, “protector”, “guardian”. It is derived from the AIN-Z-L (“to separate”, “to insulate”)  root which is used twice in the Quran."
Aziza,عزيزة,N/A,"Aziza is an indirect Quranic name for girls that means  “noble”,”extraordinary”, “great”, “exalted”. Aziza is derived from the AIN-Z-Z root which is used in many places in the Quran."
Azmia,عزمية,N/A,"Azmia is an indirect Quranic name for girls that means “determined”, “purposeful”, “resolute”, “strong”, “courageous”. It is derived from the Ain-Z-M root which is used in many places in the Quran."
Azra,عَذْرَا,N/A,"Azra is an indirect Quranic name for girls that means “virgin”, and it is also one of the names of the city of al-Madinah. It also refers to a pearl that’s whole, that hasn’t been touched by making a hole in it to be used in a necklace. It is derived from the AIN-DHAL-R (freedom from blame, etc.) root which is used in many places in the Quran."
Azrah,عَزْرَة,N/A,"Azrah is an Arabic name for girls that means “support”, “help”, “protection”."
Azza,عَزَّة,N/A,"Azza is an indirect Quranic name for girls that means young female gazelle. It is an ancient Arabic name that is derived from the AIN-Z-Z root (azaza, which means “it was dear”, “it was expensive”, “it was hard to get”), and they say that young female gazelles were called this because they were extremely hard to catch by hunters. The AIN-Z-Z root is mentioned in many places in the Quran and is the root for one of the 99 names of Allah: al-Azeez (The Almighty)."
Azzaa,عَزَّا,N/A,Azzaa is an Arabic name for girls that means “female gazelle”. It is a variant of Azzah.
Badawiya,بَدَويَّة,N/A,"Badawiya is an Arabic name for girls, the feminine form of Badawi, that has the same meaning as the English word Bedouin, who are an Arab ethnic group known for living the desert in tribes and clans. The Bedouin are known for their bravery and loyalty. Prophet Muhammad, peace and blessings of Allah upon him, spent the first few years of his life with a Bedouin family."
Badaya,بَدَايا,N/A,"Badaya is an Arabic name for girls that means “beginnings”, “initiation”, “inception”, “genesis”."
Badeea,بَدِيْعَة,N/A,"Badeea is an indirect Quranic name for girls that means “inventor”, “creator”. It is derived from the B-D-AIN Quranic root."
Badeeda,بَدِيْدَة,N/A,"Badeeda is an Arabic name for girls that means “example”, “sample”, “specimen”."
Badeela,بَدِيْلَة,N/A,"Badeela is an Arabic name for girls that means “replacement”, “substitute”, a gift given to you in place of something you’ve lost."
Badiha,بَدِيْهَة,N/A,"Badiha is an Arabic name for girls that means “intuition”, “instinct”, “spontaneity”, “ability to improvise”, “quick wit”."
Badira,بَادِرَة,N/A,Badira is an indirect Quranic name for girls that means “full moon”. It is derived from the B-D-R root which is also the root for the word Badr (the name of the first battle of Islam) used in the Quran in verse 3:123.
Badra,بَدْرَاء,N/A,"Badra is an Arabic name for girls that means “early and on time”, “one who starts early”, “one who has an early start”."
Badra,بادرا,N/A,"Badra is an Arabic name for girls that means “early”, “ahead”, “quick”, it is a non-standard variant of Badirah."
Badrah,بَدْرَة,N/A,"Badrah is an Arabic name for girls that means “full moon”. It also means “to be early”, “to be ahead of others”."
Badriya,بدرية,N/A,"Badriya is an Arabic name for  girls that means “like the full moon”. It is also the name of the second year of the Prophet’s stay in the city of Medina, peace and blessings of Allah upon him."
Baduah,بَدُوْعَة,N/A,"Baduah is an Arabic name for girls that means “extremely creative”, “innovative”, and “world-class”, “first-rate”, a woman who is the best at a craft or area of knowledge or sport."
Baghisha,باغِشَة,N/A,"Baghisha is an Arabic name for girls that means “light rain”, “light rain that only affects a small area”."
Baheeja,بهيجة,N/A,"Baheeja means “beautiful”, “radiant”, “glowing with health and freshness”."
Bahisa,بَاحِثَة,N/A,"Bahisa is an Arabic name for girls that means “seeker”, “searcher”, “researcher”."
Bakira,بَاكِرَة,N/A,Bakira is an Arabic name for girls that means “virgin”. It is the feminine version of the boy name Bakir. Bakira is a new word and is not mentioned in classical Arabic dictionaries.
Balaghah,بَلَاغة,N/A,"Balaghah is an Arabic name for girls that means “eloquence”, the ability to express thoughts clearly and effectively in writing or speech."
Baleegha,بَلِيْغَة,N/A,"Baleegha is an indirect Quranic name for girls that means “eloquent”, “far-reaching”."
Banan,بَنان,N/A,"Banan is a direct Quranic name for girls that means “fingertips”, “fingers”."
Baqiya,باقية,N/A,"Baqiya is a direct Quranic name for girls that means “enduring”, “everlasting”. The word Baqiya is used twice in the Quran."
Baraha,بَرَّاهة,N/A,Baraha is an Arabic name for girls that means “one who has an extremely white and glowing skin”.
Baraka,بركة,N/A,"Baraka is an indirect Quranic name for girls that means blessings, increase, blessedness. It is derived from the B-R-K root which is used in many places in the Quran."
Bareea,بريئة,N/A,"Bareea is an indirect Quranic name for girls that means innocent and blameless. It is derived from the B-R-Hamz (to be innocent, to create) root which is used in many places in the Quran."
Barikaa,بَارِكا,N/A,"Barikaa is an Arabic name for girls that means “persevering”, “striving”. It is a variant of Barikah."
Barikah,بَارِكَة,N/A,"Barikah is an Arabic name for girls that means “one who strives”, it also means “rain that falls continuously”."
Bariyya,بريّة,N/A,"Bariyya is an indirect Quranic name for girls that means “creation”, all living things created by Allah. It is derived from Allah’s name of al-Baree, the Creator. It is derived from the B-R-Hamz (to create, to be innocent) root which is used in many places in the Quran."
Bariza,بارزة,N/A,"Bariza means “prominent”, “manifest”. It is mentioned twice in the Quran, once in the masculine form and once in the feminine form."
Barizia,بَارِزيَّة,N/A,"Barizia is an Arabic name for girls that means “visible”, “prominent”."
Barjaa,بَرْجَاء,N/A,Barjaa is an indirect Quranic name for girls that means “one who has large beautiful black eyes”.
Barqah,بَرْقَة,N/A,"Barqah is an Arabic name for girls that means “flash of light”, “one flash of lightening”."
Basaair,بصائر,N/A,"Basaair is a name for girls that means “clear signs”, “clear proofs”, “clear and eloquent instances of reasoning”, “means of insight”. Some translators also translate this word as “enlightenment”. In the Quran the word Basaair refers to the verses of the Quran, since they are signs of God’s existence and power. The word Basaair is used five times in the Quran."
Basalah,بَسَالَة,N/A,"Basalah is an Arabic name for girls that means “bravery”, “boldness”, “courageousness”."
Basama,بسامة,N/A,Basama is an Arabic name for girls that means “one who smiles often”.
Baseemaa,بَسِيمَاء,N/A,"Baseemaa is an Arabic name for girls that means “one who smiles”, “happy”, “cheerful”."
Baseemah,بسيمة,N/A,"Baseemah is an Arabic name for girls that means “one who smiles”, “cheerful”, “happy”."
Baseera,بصيرة,N/A,"Baseera is a direct Quranic name for girls that means “insight”, “wisdom”, “clear proof”. The word Baseera is used twice in the Quran."
Bashara,بَشَارَة,N/A,"Bashara is an Arabic name for girls that means “good news”, “good omen”, “cause for celebration”. It is derived from the B-SH-R root which is used in many places in the Quran."
Basheera,بَشِيْرَة,N/A,"Basheera is an Arabic name for girls that means “bringer of good news”, “bringer of glad tidings”. It is an indirect Quranic name derived from the B-SH-R root."
Bashrah,بَشْرَة,N/A,"Bashrah is an Arabic name for girls that means “good news”, “good tiding”."
Bashurah,بَشُورة,N/A,"Bashurah is an Arabic name for girls that means “cheerful”, “glad”, “optimistic”."
Basila,بَاسِلَة,N/A,"Basila is an Arabic name for girls that means “brave”, “courageous”. It is a indirect Quranic name derived from the B-S-L root."
Basima,باسِمة,N/A,Basima is an Arabic name for girls that means “one who smiles”.
Basimia,بَاسِميّة,N/A,"Basimia is an Arabic name for girls that means “joyful”, “happy”, “one who smiles often”. It is the feminine attributive form of Basem."
Basiqa,بَاسِقَة,N/A,"Basiqa is an indirect Quranic name for girls that means “tall”, “superior”, “lofty”, “outstanding”. It is derived from the B-S-Q root which is used in the Quran in verse 50:10."
Basiraa,بَصيرا,N/A,"Basiraa is an Arabic-Persian name for girls that means “perceptive”, “insightful”. It is formed from the Arabic word Basir (“perceptive”) and the Persian name-creation or attribution suffix a. It should not be confused with Basirah though they come from the same root."
Basita,باسِطَة,N/A,"Basita is an Arabic name for girls that means “generous”, “giving”."
Basma,بَاسْمَا,N/A,"Basma is an Arabic name for girls that means “happy,”joyful”,”cheerful”. It’s literal meaning is “one who smiles”."
Basmaa,بَسْما,N/A,"Basmaa is an Arabic name for girls that means “one who smiles often”, “cheerful”, “happy”."
Basoomah,بَسُّومة,N/A,"Basoomah is an Arabic name for girls that means “one who smiles often”, “happy”, “cheerful”."
Batlaa,بَتْلَاء,N/A,"Batlaa is an Arabic name for girls that means “resolved”, “resolute”, “firm and confident”."
Batlah,بَتْلَة,N/A,Batlah is an Arabic name for girls that means “independent”.
Batool,بَتُوْل,N/A,"Batool is an indirect Quranic name for girls that means “ascetic”, “devoted to God”, “pious virgin”. Christians use it to refer to Mary/Maryam, mother of Prophet Jesus/Isa peace be upon him, while Muslims, both Sunni and Shiite, use it as a nickname for Fatima, daughter of Prophet Muhammad, peace and blessings of Allah upon him and his family and companions, due to her pious and ascetic character. Batool is derived from the B-T-L root which is used twice in Surat al-Muzzammil (chapter 73 of the Quran):"
Batula,بَتُوْلَة,N/A,"Batula is an Arabic name for girls that means “ascetic”, “devoted to God”, “virgin”. It is derived from the B-T-L root which is used in verse 8 of chapter 73 of the Quran."
Bawasim,بَوَاسِم,N/A,"Bawasim is an Arabic name for girls that means “one who smiles”, “cheerful”, “happy”."
Bayyina,بَيِّنَة,N/A,"Bayyina is an Arabic name for girls that means “clear sign”, “clear proof”. It is used 19 times in the Quran."
Bayyinat,بيِّنَات,N/A,"Bayyinat is an Arabic name for girls that means “clear signs”, “clear proofs”. It is a word used 52 times in the Quran and is used to refer to the clarity of the signs and verses that God has revealed. It is the plural of Bayyinah."
Bayzaa,بَيْضَاء,N/A,"Bayzaa is a direct Quranic name for girls that means “white”, “pure”, “moonlit night”. The word Bayzaa is used six times in the Quran. We’ve seen at least one instance in which the word Bayzaa is used for a boy, but since linguistically it is a feminine word it is best not to use it for boys.The male version of this name is Abyaz."
Bazigha,بازغة,N/A,"Bazigha is an Arabic name for girls that means “shining like the sun”, “radiating light”."
Benazir,بينظير,N/A,"Benazir is a Persian-Arabic name for girls that means “without like”, “peerless”, “unique”, from the Persian be (“without”) and the Arabic nazir (“peer”). We consider Benazir an indirect Quranic name since nazir is derived from the N-DHA-R root, which is a root used over 100 times in the Quran."
Besharat,بِشارت,N/A,"Besharat is the Persian and Turkish variant of the Arabic word Basharah and means “good news”, “glad tidings”."
Bidayah,بِدَايَة,N/A,"Bidayah is an Arabic name for girls that means “beginning”, “start”, “inception”."
Bisharat,بِشَارَات,N/A,"Bisharat is an Arabic name for girls that means “good news”, “good tidings”. It is the plural of Bisharah."
Budaira,بُدَيْرَة,N/A,"Budaira is an Arabic name for girls that means “little full moon”, it is the diminutive form of Badrah (“full moon”), which is the feminine form of Badr."
Buduriya,بُدُوْرِيَّة,N/A,"Buduriya is an Arabic name for girls that means “one who is like a full moon”, figuratively meaning “radiant”, “beautiful”."
Buhairah,بُحَيْرَة,N/A,"Buhairah is an Arabic name for girls (sometimes also used for boys) that means “lake”, “little sea”. It is derived from the B-H6-R (“sea”, “ocean”) root which is used in the Quran."
Bukrah,بُكْرَة,N/A,"Bukrah is an Arabic name for girls that means “early morning”, “dawn”. The word Bukrah is used seven times in the Quran, such as in verse 33:42."
Buraikaat,بُرَيْكَات,N/A,Buraikaat is an Arabic name for girls that means “blessings”.
Burhanah,بُرْهَانَة,N/A,"Burhanah is an Arabic name for girls that means “clue”, “proof”, “demonstration”. In the Quran this word is used with the meaning of “proof of God’s greatness”, especially as a reference to the greatness of the Quran itself (see verse 4:174)."
Bushra,بُشْرَى,N/A,"Bushra is an Arabic name for girls that means “glad-tidings”, “good news”. It is a direct Quranic name mentioned about 14 times in the Quran."
Butaila,بُتَيْلَة,N/A,"Butaila is an Arabic name for girls that means “one who devotes herself to worshiping Allah”, “pious and virtuous”."
Daaemiyyah,دائمية,N/A,"Daaemiyyah is an Arabic name for girls that means “perpetual”, “constant”."
Dalilah,دَلِيلة,N/A,"Dalilah is an Arabic name for girls that means “guide”, “leader”. It also means “clue”."
Dalwah,دَلْوَة,N/A,"Dalwah is an Arabic name for girls that means “well bucket”, a bucket or container used for bringing water out of a well."
Damaa,دأماء,N/A,"Damaa is an indirect Quranic name for girls that means river, sea and ocean. It is derived from the D-W-M root (to continue), due to the fact that the flow of a river, and the waves of the sea are perpetual and never end."
Dania,دَانِيَة,N/A,"Dania is an direct Quranic name for girls that means “close”, “near”. The Quran uses Dania it when speaking of the fruits and the shade of the trees of Paradise, saying that the fruit of the trees are close and within reach always."
Dariya,دارية,N/A,"Dariya is an indirect Quranic name for girls that means good-mannered, lady-like, intelligent, perceptive. It is derived from the D-R-Y root (to understand, to perceive, to treat well) which is used in many places in the Quran."
Daumaa,دوْماء,N/A,"Daumaa means sea and ocean, it is a variant of the name Damaa."
Dawmah,دَوْمَة,N/A,Dawmah is an Arabic name for girls that refers to a type of palm tree native to Egypt (scientific name Hyphaene thebaica).
Dawmat,دومت,N/A,Dawmat is the Turkish variant of the Arabic girl name Dawmah which refers to a type of palm tree.
Dilalah,دِلَالَة,N/A,"Dilalah is an Arabic name for girls that means “guidance”, “instruction”."
Dimah,دِيمة,N/A,Dimah is an Arabic name for girls that means “rain that falls without lightning or thunder”.
Dinarah,دِينارة,N/A,Dinarah is an Arabic name for girls that means “gold coin”.
Diyanat,دِيَانَت,N/A,"Diyanat is the Turkish form of the Arabic name Diyanah, which means “creed”, “religion”."
Dordaneh,دردانه,N/A,"Dordaneh is a Persian name for girls that means “pearl bead”. Figuratively it is used with the meaning of “precious”, “dear”, “darling”. It is formed from Dor (Arabic for “pearl”) and -daneh (“bead”)."
Doreen,دُرين,N/A,"Doreen is an Arabic-Persian name for girls that is made up of the Arabic word Dor (“pearl”) and the Persian suffix een (“like”, “made of”), thus creating the meaning of “made of pearl”, “like pearl”, “pearly”."
Dornaz,دُرناز,N/A,"Dornaz is an Arabic-Persian name for girls made up of the Arabic word Dor (“pearl”) and the Persian word naz (“beautiful”, “adorable”), creating the meaning of “beautiful like pearls”."
Dorsa,دُرسا,N/A,"Dorsa is an Arabic-Persian name for girls that means “pearl-like”, “pearly”, figuratively meaning “beautiful”, “precious”. It is made up of the Arabic word Dor (“pearl”) and the Persian suffix sa (“similar to”, “looks like”)."
Dua,دعاء,N/A,"Dua is a name for girls that’s directly mentioned in the Quran at least 16 times. It means prayer, supplication, a call made to Allah for His help and care."
Dunaa,دُنَى,N/A,"Dunaa is an Arabic name for girls that means “worlds”, it is the plural of Dunya (“the world”, “worldly life”)."
Dunya,دُنْيَا,N/A,"Dunya is an Arabic name for girls that means “worldly life”. Its literal meaning is “that which is close”, “that which is near”. Dunya is a direct Quranic name mentioned about 115 times in the Quran."
Durar,دُرَر,N/A,Durar is an Arabic name for girls that means “pearls”. It is the plural of Dur (“pearl”). It is derived from the D-R-R Quranic root.
Duriya,درية,N/A,"Duriya is an indirect Quranic name for girls. It means radiant, brilliant, shining, dazzling. It is derived from the D-R-R root which is used in the Quran in Surat an-Noor."
Durrah,دُرَّة,N/A,Durrah is a Arabic name for girls that means “large pearl”.
Ebrah,عِبْرَة,N/A,"Ebrah is a direct Quranic name for girls that means “lesson”, “wisdom”, “to learn from experience”, “to interpret a dream/vision/story”. The word Ebrah is used six times in the Quran."
Eesha,عيشة,N/A,"Eesha is a direct Quranic name for girls that means life and way of life. It is mentioned twice in the Quran, in 69:21 and 101:7."
Efah,عِفَّة,N/A,"Efah is an indirect Quranic name for girls that means “modesty”, “chastity”, “abstaining from all bad things”, “moral excellence”."
Eftikhar,افتخار,N/A,"Eftikhar is an Arabic name for girls that means “magnificence”, “beauty”, “stateliness”. The word can have both a positive or a negative meaning, the negative meaning of which is “pride”, “vanity”, “self-conceit”."
Eihaa,إِيحَاء,N/A,"Eihaa is an Arabic name for girls that means “to inspire”, “to communicate with someone without direct speech”."
Eleanor,النور,N/A,"Eleanor is an indirect Quranic name for girls. It means light, radiance, it is a variant of El-Nour, which is a common pronunciation of Al-Nour (light). It may also derive from Turkish Ela (tan, light brown) and Arabic Nour (light). The historical origins of this name in the Western world are not clear, but it is possible that it entered in the West’s vocabulary through the Islamic civilization in Spain."
Etimad,اعتماد,N/A,"Etimad is an Arabic name for girls that means “to depend upon”, “to take refuge in”."
Eva,إِوَاء,N/A,"Eva is an indirect Quranic name for girls that means “to provide refuge”, “to take care of”. It is an alternate spelling and pronunciation of the name Eiwa."
Faahima,فَاهِمَة,N/A,"Faahima is an Arabic name for girls that means “perceptive”, “intelligent”, “capable of understanding”."
Faaiza,فائزة,N/A,"Faaiza is an indirect Quranic name for girls that means “successful one”, “winner”. It is derived from the F-W-Z root which is used in many places in the Quran."
Faaria,فارعة,N/A,"Faaria, pronounced with a pause at the end, as in Faari-ah, is an indirect Quranic name for girls that means “tall”, “slim”, “woman with beautiful long hair.” It is derived from the F-R-Ain root which is used in the Quran in Surat Ibraheem (Chapter 14):"
Faariqah,فَارِقَة,N/A,"Faariqah is an Arabic name for girls that means “differentiater”, a person who is able to differentiate between matters, especially one who is able to differentiate between good and evil. It also means “judge”, “arbitrator”."
Fadia,فَادِيَة,N/A,"Fadia is an Arabic name for girls that means “one who sacrifices herself to help others”, “gallant”, “self-sacrificing”, “heroic”."
Fadwa,فَدْوَى,N/A,"Fadwa is an Arabic name for girls that means “self-sacrifice”, “gallantry”, “heroism”."
Fadwah,فَدْوَة,N/A,"Fadwah is an Arabic name for girls that means “self-sacrifice”, “heroism”."
Fahama,فهّامة,N/A,"Fahama is an Arabic name for girls that means “astute”, “perceptive”, “discerning”, “sagacious”."
Faheema,فهيمة,N/A,"Faheema is an indirect Quranic name for girls that means “perceptive”, “understanding”, “keen”, “smart.” It is derived from the F-H26-M root which is used in the Quran in Surat al-Anbiya’ (Chapter 21):"
Fahimat,فَهِيمَات,N/A,"Fahimat is an Arabic name for boys that means “understanding”, “intelligent”, “comprehending”."
Fahisa,فَاحِصَة,N/A,"Fahisa is an Arabic name for girls that means “investigator”, “tester”."
Fahmida,N/A,N/A,"Fahmida is an Urdu name for girls that means “learned”, “educated’, “wise”. It is formed from the Quranic root Fahm (“understanding”) and the Urdu suffix -ida (“one who has acquired/gone through”)."
Fahmideh,فهميده,N/A,"Fahmideh is a Persian name for girls that means “learned”, “knowledgeable”, “wise”. It is formed from the Quranic root Fahm (“understanding”) and the Persian suffix-ideh (“one who has acquired”)."
Faiqa,فائقة,N/A,"Faiqa is an indirect Quranic name for girls that means extraordinary, superb, excellent. It is derived from the F-W-Q root (to overcome, to be better, above, over) which is used in many places in the Quran."
Faitahah,فَيْتَحة,N/A,Faitahah is an Arabic name for girls that means “right guidance”.
Faiza,فائزة,N/A,Faiza means winner and someone who attains success.
Faizunnisa,N/A,N/A,"Arabic for “winner among women”, “the best among women”."
Fakhira,فَاخِرَة,N/A,"Fakhira is an Arabic name for girls that means “luxurious”, “so good that it makes you proud”. It is derived from the F-KH-R Quranic root."
Fakiha,فَاكِهَة,N/A,Fakiha is a direct Quranic name for girls that means “fruit”. It is used 11 times in the Quran.
Falahah,فَلَاحة,N/A,"Falahah is an Arabic name for girls that means “great success”, “deliverance”, “salvation”"
Falak Ara,فلك آرا,N/A,"Falak Ara is a Persian and Urdu name for girls that means “beautifier of the cosmos”, “one who makes the universe/galaxy a more beautiful place”."
Faleehah,فَلَيحة,N/A,Faleehah is an Arabic name for girls that means “successful”.
Faliha,فَالِحَة,N/A,"Faliha is an Arabic name for girls that means “successful”, “prosperous”. It is derived from the F-L-H6 root which is used in many places in the Quran."
Fannana,فَنَّانَة,N/A,Fannana is an Arabic name for girls that means “artist”. It is derived from the F-N-N Quranic root.
Faqeeha,فَقِيْهَة,N/A,"Faqeeha is an Arabic name for girls that means “knowledgeable”, “expert”, “scholar”, “well-educated”, “learned”. It is derived from the F-Q-H26 root (“to fully comprehend”) root which is used in many places in the Quran."
Faraaid,فَرَائِد,N/A,"Faraaid is an Arabic name for girls that means “unique”, “independent-minded”, it is the plural of Faridah."
Farah,فَرَح,N/A,"Farah is an indirect Quranic name for girls that means “happiness”, “joy”, “good cheer”. It is derived from the F-R-H6 root which is used in many places in the Quran."
Farahdokht,فرح‌دخت,N/A,"Farahdukht is an Arabic-Persian name for girls that means “happy”, “joyous”."
Farahnaz,فرحناز,N/A,"Farahnaz is a Persian name for girls that means “happy and beautiful”. It is formed from the Arabic word Farah (“happiness”, “joy”) and the Persian name -naz (“cute and pretty”)."
Farahnoush,فرح‌نوش,N/A,"Farahnoush  is an Arabic-Persian name for girls that is made up of the Arabic word Farah (“happiness”) and the Persian word noush (“eternal”), meaning “one who is always happy”, “one who is eternally joyous”."
Farahrouz,فرح‌روز,N/A,"Farahrouz is an Arabic-Persian name for girls that means “fortunate”, “blessed”. Its literal meaning is “one who is having a day that is full of happiness”."
Farahzad,فرحزاد,N/A,"Farahzad is an Arabic-Persian name for girls that means “bringer of happiness”, “generator of joy”."
Farashah,فَرَاشَة,N/A,Farashah is an Arabic name for girls that means “butterfly”.
Fardanah,فَرْدانة,N/A,"Fardanah is an Arabic name for girls that means “intelligent”, “wise”. It also means “unique”."
Fareea,فريعة,N/A,"Fareea, pronounced with a pause at the end, as in Faree-ah, is an indirect Quranic name for girls and the name of some of the Sahabiyaat (pious women who lived at the time of the Prophet, peace and blessings of Allah upon him and his companions). The meaning of Fareea is “tall”, “slim”, “woman with beautiful long hair”. It is derived from the F-R-Ain (branch, breadth) root which is used in the Quran in 14:24:"
Fareeda,فَرِيْدَة,N/A,"Fareeda is an indirect Quranic name for girls that means “unique”, “unparalleled”, “peerless”. It is derived from the F-R-D root (“single”, “alone”, opposite of “plural”) which is used in a number of places in the Quran."
Fareeha,فريحة,N/A,"Fareeha is an indirect Quranic name for girls that means “happy”, “joyful”, “cheerful”. It is derived from the F-R-H6 root which is used in many places in the Quran."
Farha,فَرْحة,N/A,"Farha is an indirect Quranic name for girls that means “a happy occasion”, “a joyous time”. It is derived from the F-R-H6 root which is used in many places in the Quran."
Farhana,فَرحانة,N/A,"Farhana is an Arabic name for girls that means “joyful”, “happy”. It is derived from the F-R-H6 (“happiness”) root which is used in many places in the Quran."
Farhatah,فَرْحاتة,N/A,"Farhatah is an Arabic name for girls that means “happiness”, “joy”, “contentment”."
Faridaa,فريدا,N/A,"Farida is the Persian variant of the Arabic name Faridah which means “unique”, “peerless”."
Farihat,فَرِيحت,N/A,"Farihat is the Turkish form of hte Arabic name Farihah which means “happy”, “joyful”."
Farradah,فَرَّادة,N/A,"Farradah is an Arabic name for girls that means “one who has her own way of thinking”, “one who has unique opinions”. It also means “jeweler”, a person who sells jewelry."
Farrahah,فَرَّاحة,N/A,"Farrahah is an Arabic name for girls that means “happy”, “jubilant”."
Farrajah,فَرَّاجة,N/A,"Farrajah is an Arabic name for girls that means “happy”, “joyous”."
Fatat,فَتَاة,N/A,Fatat is an Arabic name for girls that means “young woman”.
Fathiyyaa,فَتْحيّا,N/A,"Fathiyyaa is an Arabic name for girls that means “one who guides others”, “one who starts something”, “one who conquers”."
Fathiyyaat,فَتْحيَّات,N/A,"Fathiyyaat is an Arabic name for girls that means “guide”, “starter”, “conqueror”."
Fathiyyah,فَتْحِيَّة,N/A,"Fathiyyah  is an Arabic name for girls that means “guide”, “one who starts something”, “conqueror”, “victor”."
Fatihah,فَاتِحَة,N/A,"Fatihah is an Arabic name for girls that means “conqueror”, “originator”, being the feminine form of Fatih. It also means “opening”, “start”, and in this meaning it is the name of the first chapter of the Quran."
Fatiriyyah,فَاتِرِيَّة,N/A,"Fatiriyyah is an Arabic name for girls that means “soft and delicate”, “relaxed”. It also means “tranquil”, “untroubled”."
Fattahah,فَتّاحة,N/A,"Fattahah is an Arabic name for girls that means “conqueror”, “victor”. It is the feminine form of Fattah."
Fattuhah,فَتُّوحة,N/A,Fattuhah is an Arabic name for girls that means “guidance”. It also means “conquest”.
Fawwazaa,فَوَّازا,N/A,"Fawwazaa is an Arabic name for girls that means “successful”, “winner”. It is a variant of Fawzah."
Fawzah,فَوْزة,N/A,"Fawzah is an Arabic name for girls that means “success”, “win”."
Fawziyyaa,فَوْزِيَّا,N/A,"Fawziyyaa is an Arabic name for girls that means “winner”, “successful”. It is a variant of Fawziyyah."
Fawziyyah,فَوْزيَّة,N/A,"Fawziyyah is an Arabic name for girls that means “winner”, “successful”."
Fayizah,فَايِزَة,N/A,"Fayizah is an Arabic name for girls that means “winner”, “successful”. It is a variant of Faaizah."
Fayyah,فَيَّة,N/A,"Fayyah is an Arabic name for girls that means “repentance”, “return to God’s obedience”. It is a phonetic variant of Fay’ah."
Fazeelah,فَضِيلة,N/A,"Fazeelah is an Arabic name for girls that means “excellence”, “merit”, “virtue”, “quality”."
Fazeelat,فَضِيلات,N/A,"Fazeelat is an Arabic name for girls that means “excellence”, “merit”, “virtue”, “good traits”. It is the plural of Fazeelah."
Fazila,فَاضِلَة,N/A,"Fazila is an Arabic name for girls that means “excellent”, “generous”, “praiseworthy”, “righteous”, “superior”, “virtuous”. It is derived from the F-DHAD-L Quranic root."
Fida,فِدَاء,N/A,"Fida is an Arabic name for girls that means “to free a captive”, “to bail someone out”."
Fikraat,فِكْرَات,N/A,"Fikraat is an Arabic name for girls that means “thoughts”, “ideas”, “concepts”."
Fikriyaa,فِكْرِيا,N/A,"Fikriyaa is an Arabic name for girls that means “thoughtful”, “perceptive”, “intelligent”."
Fikriyyah,فِكْرِيَّة,N/A,"Fikriyyah is an Arabic name for girls that means “thoughtful”, “intelligent”."
Fitrah,فِطْرة,N/A,"Fitrah is an Arabic name for girls that means “innate nature”, “instinct”, “natural disposition”, it is used to refer to a human being’s healthy natural tendencies that it is born with before it is corrupted."
Fitriyyah,فِطْرِيَّة,N/A,"Fitriyyah is an Arabic name for girls that means “one who has proper innate instincts and conscience and has not been corrupted”, “one whose innate nature has not been touched by evil”."
Fizzah,فِضَّة,N/A,Fizzah is an Arabic name for girls that means “silver”.
Fizziyah,فِضِّيَّة,N/A,"Fizziyah is an Arabic name for girls that means “silvery”, “made of silver”."
Fuadah,فُؤَادة,N/A,"Fuadah is an Arabic name for girls that means “heart”, “spirit”, “conscience”."
Fukairaa,فُكَيْرا,N/A,"Fukairaa is an Arabic name for girls that means “thoughtful”, “intelligent”."
Furaihaat,فُرَيْحَات,N/A,"Furaihaat is an Arabic name for girls that means “happy”, “joyous”. It is the plural of Furaihah."
Furaihah,فُرَيْحَة,N/A,"Furaihah is an Arabic name for girls that means “happy”, “joyous”."
Furaihat,فُرَيْحت,N/A,"Furaihat is the Turkish form of the Arabic name Furaihah which means “happy”, “joyous”."
Furjah,فُرْجَة,N/A,"Furjah is an Arabic name for girls that means “relief”, “rescue”, “comfort”, literally “removal of sadness”, “end of worry”."
Futaihah,فُتَيْحَة,N/A,"Futaihah is an Arabic name for girls that menas “guidance”. It also means “conquest”. It also means “beginning”, “start”."
Fuzailah,فُضَيْلة,N/A,"Fuzailah is an Arabic name for girls that means “excellence”, “virtue”, “generosity”."
Ghaaniyah,غَانِيَة,N/A,Ghaniyah is an Arabic name for girls that means “beautiful”.
Ghadaat,غَدَاة,N/A,"Ghadaat is an Arabic name for girls that means “to leave between dawn and sunrise”, to leave home early, for example for work."
